@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}
@attribute outputs-2 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}
@attribute outputs-3 {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24}

@data
1994,'2025/11/18 23:39:47:374',22,0.15818,0.529466,0.139648,0.590042,0.168032,0.633074,0.191163,0.673923,0.21175,0.589518,0.313558,0.663742,0.267989,0.710283,0.23164,0.744491,0.199854,0.569435,0.320725,0.656697,0.262199,0.677885,0.208161,0.689246,0.185003,0.547635,0.3042,0.625465,0.222607,0.593136,0.166272,0.56148,0.155998,0.52542,0.269098,0,0,0.589211,0.204639,0.569521,0.16318,0.543331,?,18,?
1995,'2025/11/18 23:39:47:562',22,0.151966,0.524498,0.136478,0.585988,0.167306,0.629962,0.19173,0.670822,0.213461,0.585129,0.314215,0.661655,0.265872,0.706695,0.228428,0.739025,0.197228,0.563914,0.321942,0.64738,0.257229,0.639738,0.191716,0.625007,0.165605,0.542577,0.304739,0.619209,0.225394,0.589119,0.167468,0.558055,0.157239,0.521068,0.269944,0,0,0.585072,0.206144,0.566839,0.163794,0.540389,?,18,?
1996,'2025/11/18 23:39:47:768',22,0.154426,0.525776,0.136013,0.587782,0.168563,0.631327,0.194315,0.671384,0.217343,0.586391,0.313868,0.664457,0.262831,0.709222,0.225,0.741753,0.194042,0.564737,0.321964,0.646302,0.253885,0.628916,0.188443,0.606638,0.164597,0.543154,0.304466,0.618272,0.225754,0.5876,0.167799,0.556357,0.156335,0.521935,0.269997,0,0,0.584923,0.206522,0.567218,0.162994,0.541627,?,18,?
1997,'2025/11/18 23:39:47:941',22,0.150565,0.524511,0.134868,0.587291,0.165795,0.632268,0.189168,0.674833,0.208202,0.584004,0.313256,0.661425,0.263585,0.7062,0.225684,0.738269,0.193899,0.562625,0.320522,0.644233,0.252258,0.630678,0.187495,0.610607,0.162985,0.541822,0.302181,0.617983,0.221817,0.587599,0.163656,0.556309,0.151917,0.521213,0.266681,0,0,0.584994,0.201337,0.566652,0.157932,0.540892,?,18,?
1998,'2025/11/18 23:39:48:106',22,0.147903,0.523729,0.131426,0.586438,0.160216,0.631457,0.181388,0.674098,0.20034,0.585374,0.312449,0.663084,0.263654,0.708227,0.225285,0.739617,0.193518,0.562909,0.321136,0.644399,0.25,0.624103,0.186889,0.596651,0.166419,0.540633,0.301783,0.616155,0.222472,0.588796,0.164484,0.559054,0.152039,0.519303,0.264776,0,0,0.582955,0.200617,0.566791,0.156148,0.542577,?,18,?
1999,'2025/11/18 23:39:48:300',22,0.144003,0.530901,0.125617,0.593973,0.153943,0.63947,0.173112,0.681963,0.193845,0.592324,0.308277,0.672322,0.267968,0.717771,0.228296,0.747831,0.195914,0.569436,0.316339,0.655293,0.239899,0.626558,0.181252,0.593165,0.17144,0.545847,0.295342,0.623731,0.214287,0.59109,0.159347,0.559832,0.153316,0.523169,0.256468,0,0,0.587964,0.193011,0.568828,0.149395,0.543908,?,18,?
2000,'2025/11/18 23:39:48:519',22,0.137302,0.530612,0.121917,0.595397,0.152419,0.641373,0.172785,0.686052,0.194522,0.593389,0.304883,0.672923,0.271727,0.717807,0.234307,0.747005,0.202438,0.570718,0.313895,0.654641,0.235564,0.627508,0.171286,0.596087,0.156077,0.54709,0.293964,0.624997,0.211099,0.593242,0.153104,0.562955,0.143258,0.524579,0.255805,0,0,0.585844,0.189986,0.567354,0.146297,0.54431,?,18,?
2001,'2025/11/18 23:39:48:682',22,0.142499,0.526394,0.119138,0.592142,0.148868,0.63885,0.167466,0.681757,0.190999,0.592483,0.302749,0.670919,0.267942,0.715761,0.231157,0.745487,0.200356,0.570176,0.312225,0.653786,0.233809,0.627071,0.170548,0.595925,0.155648,0.546779,0.292461,0.623221,0.2101,0.591208,0.153458,0.560681,0.145809,0.52436,0.253759,0,0,0.584937,0.188361,0.564813,0.147199,0.539776,?,18,?
2002,'2025/11/18 23:39:48:879',22,0.141632,0.524819,0.118324,0.590218,0.148518,0.635203,0.167714,0.676829,0.188679,0.588254,0.304225,0.666522,0.261181,0.711467,0.224509,0.742626,0.1955,0.566855,0.311807,0.651412,0.231944,0.623007,0.169053,0.590339,0.155594,0.543794,0.291064,0.620698,0.21027,0.58879,0.153468,0.557717,0.146982,0.52093,0.251987,0,0,0.582119,0.189232,0.562221,0.148377,0.536518,?,18,?
2003,'2025/11/18 23:39:49:069',22,0.138246,0.52424,0.115617,0.590305,0.145228,0.633252,0.169797,0.672299,0.190966,0.588813,0.2964,0.669192,0.241313,0.720455,0.209417,0.759939,0.186819,0.566082,0.306091,0.647034,0.225231,0.620723,0.163595,0.589098,0.149214,0.541505,0.288168,0.615705,0.205072,0.586651,0.148881,0.556298,0.142216,0.516985,0.252005,0,0,0.57693,0.184541,0.559422,0.14169,0.534776,?,18,?
2004,'2025/11/18 23:39:49:239',22,0.12391,0.518721,0.096177,0.583572,0.130458,0.622517,0.166096,0.653572,0.199764,0.585227,0.279396,0.661817,0.23365,0.711186,0.209731,0.751235,0.194423,0.560381,0.29264,0.63868,0.214469,0.610562,0.151751,0.579551,0.137108,0.533688,0.278229,0.60672,0.195574,0.57552,0.139753,0.545373,0.133742,0.506011,0.243797,0,0,0.565178,0.173714,0.546866,0.129731,0.523387,?,18,?
2005,'2025/11/18 23:39:49:430',22,0.089304,0.514961,0.072825,0.584424,0.10082,0.62976,0.125054,0.670101,0.145144,0.589451,0.250224,0.662293,0.212625,0.712144,0.196647,0.752148,0.187145,0.562407,0.26745,0.633167,0.187882,0.606764,0.120037,0.578676,0.102707,0.532341,0.25477,0.599802,0.176083,0.575945,0.114646,0.550403,0.102467,0.501517,0.221483,0,0,0.552581,0.153357,0.540226,0.106492,0.521186,?,18,?
2006,'2025/11/18 23:39:49:579',22,0.070099,0.512053,0.034594,0.583632,0.060493,0.630184,0.087441,0.657899,0.124006,0.583191,0.216886,0.659083,0.198878,0.710579,0.189693,0.753245,0.184027,0.553949,0.239905,0.630262,0.169363,0.603246,0.09241,0.575001,0.064858,0.522933,0.232149,0.592107,0.154872,0.565701,0.085116,0.54108,0.065785,0.49209,0.20093,0,0,0.54241,0.137607,0.527553,0.088361,0.508551,?,18,?
2007,'2025/11/18 23:39:49:752',22,0.061009,0.507312,0.006177,0.578043,0.031642,0.626885,0.051327,0.659934,0.077439,0.592801,0.187508,0.664987,0.187979,0.718223,0.184225,0.761504,0.182596,0.562235,0.211788,0.638274,0.146986,0.608404,0.064496,0.577163,0.038253,0.527399,0.209044,0.596512,0.132772,0.568893,0.061,0.542101,0.045639,0.489974,0.184606,0,0,0.543743,0.123075,0.529797,0.071422,0.508526,?,18,?
2008,'2025/11/18 23:39:49:879',22,0.054772,0.50722,0,0.577967,0.013648,0.625754,0.034525,0.647738,0.073301,0.596023,0.172788,0.664074,0.182337,0.715282,0.182683,0.757798,0.182833,0.564876,0.199881,0.63651,0.134616,0.603815,0.053548,0.571092,0.029587,0.528215,0.200049,0.591997,0.121269,0.56219,0.049486,0.535133,0.034889,0.488347,0.179376,0,0,0.538772,0.118776,0.525402,0.066668,0.505408,?,18,?
2009,'2025/11/18 23:39:50:041',22,0.043387,0.512132,0,0.578876,0.010532,0.62469,0.028313,0.650441,0.067506,0.593142,0.167302,0.661816,0.180629,0.71356,0.183772,0.756871,0.186779,0.562751,0.195216,0.634126,0.12752,0.602104,0.047616,0.569785,0.022668,0.526553,0.195531,0.592677,0.117535,0.563945,0.044659,0.536888,0.0257,0.487044,0.174936,0,0,0.534284,0.11293,0.52362,0.058895,0.507218,?,18,?
2010,'2025/11/18 23:39:50:179',22,0.032766,0.502147,0,0.570994,0.001547,0.615583,0.021322,0.649053,0.050995,0.589381,0.159825,0.659171,0.173893,0.71136,0.180063,0.755066,0.186033,0.559531,0.189064,0.631167,0.115452,0.599704,0.035638,0.5672,0.010431,0.522752,0.189748,0.588993,0.110391,0.55917,0.035796,0.531327,0.014894,0.482279,0.169581,0,0,0.528774,0.105912,0.519234,0.05198,0.504972,?,18,?
2011,'2025/11/18 23:39:50:334',22,0.036016,0.504034,0,0.573438,0.000387,0.61736,0.020803,0.645385,0.052019,0.588663,0.157871,0.658231,0.170707,0.709908,0.176642,0.7534,0.184682,0.55817,0.187904,0.628815,0.1151,0.59801,0.0351,0.566088,0.011976,0.521031,0.188425,0.585399,0.106589,0.556522,0.032765,0.529637,0.015014,0.480597,0.167786,0,0,0.526871,0.103634,0.518093,0.048297,0.504038,?,18,?
2012,'2025/11/18 23:39:50:516',22,0.032544,0.503342,0,0.572876,0.000918,0.616844,0.021526,0.643242,0.054757,0.586873,0.158376,0.656749,0.169896,0.708428,0.176093,0.752014,0.184402,0.556127,0.188662,0.625645,0.115336,0.594491,0.036114,0.563017,0.013762,0.519228,0.188939,0.58366,0.106576,0.554661,0.032444,0.528044,0.014095,0.478973,0.167344,0,0,0.525363,0.102433,0.516266,0.046799,0.502465,?,18,?
2013,'2025/11/18 23:39:50:666',22,0.033565,0.50381,0,0.571282,0,0.615256,0.018901,0.638463,0.058226,0.585352,0.160549,0.654051,0.173177,0.705468,0.179151,0.747925,0.184897,0.553755,0.189847,0.625645,0.119878,0.59419,0.038027,0.562334,0.01468,0.516431,0.189815,0.582233,0.110754,0.552527,0.035095,0.525182,0.017647,0.475757,0.167681,0,0,0.523131,0.105135,0.512561,0.049439,0.496938,?,18,?
2014,'2025/11/18 23:39:50:834',22,0.036045,0.500078,0,0.5673,0,0.611925,0.01824,0.63801,0.056275,0.582757,0.162905,0.652179,0.173538,0.704062,0.17842,0.746625,0.182707,0.551825,0.191369,0.622646,0.119638,0.591487,0.038922,0.559512,0.014313,0.514833,0.190668,0.579718,0.110528,0.550853,0.036249,0.524017,0.016944,0.474604,0.1684,0,0,0.52102,0.105787,0.51224,0.050756,0.498406,?,18,?
2015,'2025/11/18 23:39:50:995',22,0.036903,0.496911,0,0.564102,0.000081,0.609027,0.020368,0.63637,0.057067,0.581109,0.164078,0.652273,0.174457,0.703134,0.179438,0.745732,0.184953,0.550454,0.192988,0.620808,0.11884,0.589653,0.038733,0.557745,0.01348,0.513566,0.192831,0.578726,0.109899,0.549582,0.035818,0.522729,0.015767,0.473668,0.171301,0,0,0.520645,0.105936,0.510397,0.051112,0.495732,?,18,?
2016,'2025/11/18 23:39:51:185',22,0.034164,0.50107,0,0.569793,0.001017,0.614827,0.02088,0.637713,0.059581,0.580459,0.168974,0.650689,0.17524,0.702139,0.177066,0.744785,0.179844,0.549266,0.196693,0.621007,0.120537,0.590498,0.040296,0.559183,0.016795,0.512236,0.193982,0.578686,0.108424,0.550703,0.034688,0.524433,0.016763,0.472569,0.168806,0,0,0.521522,0.103274,0.512252,0.048084,0.497687,?,18,?
2017,'2025/11/18 23:39:51:349',22,0.030437,0.499795,0,0.566025,0.007004,0.609865,0.028918,0.636586,0.065794,0.58023,0.172811,0.648382,0.180383,0.700046,0.180496,0.743148,0.179248,0.548129,0.197737,0.619369,0.125087,0.590462,0.04437,0.560772,0.019039,0.511193,0.192726,0.577996,0.111824,0.551754,0.038561,0.526451,0.019571,0.471619,0.165982,0,0,0.52163,0.10485,0.513322,0.050883,0.498651,?,18,?
2018,'2025/11/18 23:39:51:534',22,0.038968,0.496114,0,0.564086,0.012855,0.610782,0.034315,0.637526,0.070327,0.577042,0.178661,0.649967,0.183684,0.701199,0.181234,0.743401,0.179017,0.546344,0.202619,0.62237,0.131034,0.591055,0.048616,0.56131,0.023082,0.51159,0.197186,0.58169,0.113077,0.552861,0.040129,0.526502,0.021533,0.474909,0.169428,0,0,0.525435,0.106585,0.514902,0.051264,0.49952,?,18,?
2019,'2025/11/18 23:39:51:734',22,0.061592,0.496841,0.013894,0.567589,0.052683,0.612649,0.083105,0.643989,0.115491,0.568924,0.205204,0.644928,0.195931,0.698217,0.19039,0.740467,0.188178,0.538529,0.224698,0.620175,0.165213,0.593932,0.084189,0.563271,0.062252,0.507298,0.214542,0.58547,0.149574,0.560135,0.07379,0.531199,0.059698,0.474913,0.181035,0,0,0.533074,0.116545,0.519887,0.063813,0.497582,?,18,?
2020,'2025/11/18 23:39:51:948',22,0.081849,0.499853,0.045714,0.573352,0.083151,0.61657,0.116377,0.653803,0.145632,0.57189,0.23207,0.648711,0.203242,0.701135,0.188511,0.742205,0.17984,0.539286,0.251038,0.627913,0.208883,0.618591,0.134219,0.600783,0.11116,0.508146,0.237852,0.592612,0.180859,0.570035,0.104252,0.541816,0.090389,0.476194,0.202412,0,0,0.537849,0.139196,0.523932,0.089374,0.50073,?,18,?
2021,'2025/11/18 23:39:52:118',22,0.102685,0.490756,0.065597,0.564356,0.104629,0.597638,0.147616,0.614908,0.175258,0.58022,0.261256,0.655216,0.222856,0.708214,0.1949,0.749253,0.174799,0.548392,0.279399,0.633601,0.221879,0.617812,0.144711,0.591762,0.121701,0.515324,0.262315,0.600336,0.2078,0.577637,0.133988,0.545477,0.123388,0.480424,0.224147,0,0,0.547251,0.156013,0.535251,0.103347,0.5103,?,18,?
2022,'2025/11/18 23:39:52:313',22,0.120488,0.500563,0.095056,0.566012,0.138338,0.60176,0.179404,0.629872,0.212062,0.568224,0.292457,0.64083,0.265252,0.687208,0.23116,0.718536,0.19906,0.541514,0.299521,0.63448,0.26219,0.664303,0.207064,0.679325,0.18091,0.512071,0.27941,0.602432,0.221807,0.579374,0.152628,0.549185,0.13069,0.48308,0.236895,0,0,0.557057,0.177559,0.542837,0.128474,0.517439,?,18,?
2023,'2025/11/18 23:39:52:492',22,0.143052,0.506428,0.134502,0.566211,0.169105,0.605504,0.199905,0.643289,0.229008,0.559363,0.314837,0.637669,0.277067,0.687688,0.246758,0.724268,0.217597,0.538619,0.321555,0.635805,0.288256,0.687435,0.248056,0.724181,0.221939,0.515586,0.303327,0.605113,0.241248,0.57957,0.177898,0.548972,0.151715,0.493708,0.262788,0,0,0.563392,0.204861,0.549189,0.158188,0.526749,?,18,?
2024,'2025/11/18 23:39:52:683',22,0.148924,0.508834,0.141014,0.568638,0.173093,0.609034,0.199674,0.64925,0.21941,0.561881,0.32044,0.640198,0.281955,0.68991,0.249683,0.727937,0.221161,0.542481,0.324802,0.638139,0.281494,0.691485,0.242826,0.73085,0.219117,0.521378,0.304088,0.607878,0.236722,0.579722,0.178258,0.548261,0.154602,0.501966,0.261929,0,0,0.571712,0.205765,0.557114,0.162322,0.53445,?,18,?
2025,'2025/11/18 23:39:52:845',22,0.146857,0.517436,0.138527,0.578207,0.165858,0.620872,0.187934,0.66536,0.203315,0.569482,0.316502,0.646112,0.272908,0.696269,0.240916,0.734721,0.211512,0.550743,0.320988,0.64687,0.275062,0.699565,0.233265,0.739196,0.209758,0.529964,0.299831,0.615852,0.228971,0.587823,0.172176,0.557017,0.153468,0.509851,0.257789,0,0,0.578726,0.197595,0.562663,0.156557,0.539538,?,18,?
2026,'2025/11/18 23:39:53:026',22,0.140757,0.519114,0.135869,0.580356,0.161097,0.623797,0.181448,0.668188,0.197599,0.576007,0.312847,0.649145,0.267617,0.697521,0.233787,0.734178,0.203558,0.558612,0.318499,0.652216,0.266284,0.70631,0.222728,0.747489,0.197619,0.536899,0.298356,0.619391,0.223378,0.590808,0.16875,0.560256,0.151865,0.514556,0.257408,0,0,0.57972,0.19291,0.563035,0.15313,0.539777,?,18,?
2027,'2025/11/18 23:39:53:221',22,0.13968,0.518693,0.131682,0.582413,0.1572,0.625596,0.17831,0.668387,0.1944,0.579117,0.313627,0.654102,0.265526,0.700674,0.224104,0.735589,0.188267,0.560487,0.317242,0.651914,0.258131,0.695463,0.21321,0.726795,0.191138,0.538768,0.295515,0.618917,0.211485,0.587038,0.161318,0.55434,0.151325,0.516517,0.253582,0,0,0.581643,0.182938,0.561288,0.145262,0.534913,?,18,?
2028,'2025/11/18 23:39:53:432',22,0.138906,0.516337,0.132528,0.581123,0.155404,0.625664,0.172385,0.670708,0.185063,0.579318,0.312662,0.655329,0.263825,0.701377,0.220393,0.734844,0.183605,0.56102,0.316683,0.656529,0.255466,0.706599,0.205807,0.743519,0.17839,0.538453,0.2947,0.620771,0.212133,0.590553,0.159568,0.558756,0.14679,0.515004,0.251796,0,0,0.580303,0.182805,0.561293,0.145587,0.536048,?,18,?
2029,'2025/11/18 23:39:53:588',22,0.136801,0.515683,0.131319,0.581004,0.157536,0.625722,0.178848,0.668523,0.197177,0.576683,0.315878,0.654652,0.260534,0.701829,0.218068,0.736635,0.182866,0.556162,0.319017,0.645208,0.249769,0.671565,0.199636,0.688332,0.179722,0.532538,0.29531,0.613843,0.206593,0.585694,0.155188,0.555822,0.147434,0.508725,0.253003,0,0,0.575014,0.180272,0.55784,0.141867,0.533662,?,18,?
2030,'2025/11/18 23:39:53:789',22,0.13881,0.514385,0.132798,0.578791,0.157348,0.623609,0.176016,0.666511,0.191666,0.574462,0.317005,0.653513,0.261033,0.701032,0.219423,0.736536,0.185148,0.554161,0.319738,0.642363,0.253422,0.666194,0.202808,0.679562,0.182676,0.531053,0.295665,0.611929,0.209422,0.584487,0.157291,0.554348,0.14911,0.507936,0.252984,0,0,0.57495,0.183461,0.557929,0.144517,0.532842,?,18,?
2031,'2025/11/18 23:39:53:953',22,0.129201,0.514937,0.134989,0.579308,0.162789,0.626485,0.18475,0.666971,0.206913,0.574276,0.319448,0.655149,0.259709,0.703854,0.218372,0.739751,0.186166,0.552979,0.320444,0.639512,0.24669,0.629071,0.191131,0.61077,0.17412,0.531976,0.29366,0.610674,0.203405,0.581991,0.15484,0.551518,0.150787,0.510865,0.250036,0,0,0.577861,0.172357,0.562152,0.133322,0.538841,?,18,?
2032,'2025/11/18 23:39:54:119',22,0.130687,0.515653,0.137526,0.579343,0.164111,0.627181,0.18408,0.668385,0.204274,0.572724,0.320865,0.654036,0.264933,0.702856,0.224069,0.739084,0.191933,0.552262,0.321796,0.639232,0.249577,0.630072,0.194256,0.614219,0.176548,0.53278,0.29492,0.612294,0.203122,0.583732,0.15258,0.553675,0.146177,0.512785,0.251602,0,0,0.578581,0.17347,0.562075,0.133713,0.539313,?,18,?
2033,'2025/11/18 23:39:54:281',22,0.129445,0.513877,0.137972,0.577823,0.163351,0.62607,0.182945,0.667164,0.203659,0.573386,0.321023,0.656084,0.26127,0.706289,0.220319,0.743385,0.189127,0.552945,0.322478,0.639662,0.248334,0.62616,0.192998,0.605841,0.176479,0.533385,0.296019,0.611366,0.204041,0.582838,0.154976,0.552726,0.15005,0.513585,0.253099,0,0,0.578385,0.173522,0.562193,0.133561,0.539329,?,18,?
2034,'2025/11/18 23:39:54:450',22,0.130744,0.513788,0.136829,0.578011,0.164573,0.626811,0.187015,0.667651,0.210606,0.57231,0.321048,0.656573,0.262162,0.707159,0.218974,0.74504,0.186757,0.552113,0.322533,0.639886,0.243977,0.619995,0.18865,0.594624,0.175168,0.533542,0.295903,0.61185,0.20005,0.580743,0.152633,0.549701,0.151268,0.514813,0.252829,0,0,0.579001,0.168857,0.560323,0.131096,0.536401,?,18,?
2035,'2025/11/18 23:39:54:623',22,0.128532,0.514708,0.136888,0.579149,0.163137,0.627552,0.183861,0.669161,0.203583,0.572412,0.319363,0.654748,0.262835,0.70327,0.222366,0.73906,0.191087,0.551847,0.321136,0.641064,0.248127,0.626988,0.19166,0.605096,0.173058,0.532216,0.294483,0.611237,0.200349,0.581599,0.152318,0.550749,0.149193,0.512484,0.2511,0,0,0.576888,0.169176,0.559517,0.131955,0.536498,?,18,?
2036,'2025/11/18 23:39:54:774',22,0.125808,0.514546,0.136407,0.579369,0.164702,0.626869,0.189169,0.66723,0.211828,0.57327,0.317831,0.658362,0.259455,0.708597,0.21623,0.746128,0.183497,0.553046,0.319996,0.643274,0.249263,0.635659,0.195643,0.620223,0.176966,0.533752,0.293514,0.611819,0.197094,0.57974,0.150634,0.548083,0.14864,0.514424,0.249422,0,0,0.576158,0.167531,0.556988,0.131926,0.533602,?,18,?
2037,'2025/11/18 23:39:54:968',22,0.129732,0.512841,0.135767,0.577513,0.167442,0.624438,0.195436,0.663522,0.217642,0.572712,0.3181,0.656933,0.260527,0.704989,0.217205,0.740318,0.185419,0.552793,0.319139,0.642837,0.24093,0.623639,0.186799,0.597644,0.171232,0.533804,0.292334,0.610707,0.194522,0.577057,0.14965,0.5455,0.148996,0.51465,0.248625,0,0,0.576265,0.16529,0.555152,0.131892,0.530657,?,18,?
2038,'2025/11/18 23:39:55:137',22,0.131393,0.510973,0.135408,0.575405,0.167369,0.622349,0.196513,0.659889,0.221629,0.570411,0.319699,0.653468,0.2624,0.701188,0.22024,0.735789,0.188984,0.550254,0.319257,0.638697,0.238309,0.619963,0.183325,0.593442,0.167858,0.53129,0.291533,0.608665,0.197081,0.577613,0.151505,0.546041,0.148238,0.511547,0.248143,0,0,0.575118,0.167504,0.556235,0.131036,0.532182,?,18,?
2039,'2025/11/18 23:39:55:303',22,0.130737,0.512776,0.135068,0.577906,0.166072,0.62602,0.192436,0.667394,0.213971,0.571965,0.319157,0.659082,0.257565,0.708311,0.212968,0.746386,0.179641,0.551312,0.318892,0.642028,0.241653,0.628119,0.188069,0.60895,0.171401,0.531819,0.291339,0.610936,0.19137,0.576499,0.146869,0.544608,0.146796,0.512754,0.247262,0,0,0.575882,0.163907,0.553297,0.130481,0.527754,?,18,?
2040,'2025/11/18 23:39:55:466',22,0.127052,0.512601,0.133046,0.577719,0.162576,0.623241,0.188943,0.661259,0.211533,0.572494,0.317212,0.658313,0.258524,0.706671,0.214353,0.742361,0.180462,0.552919,0.318399,0.644434,0.246354,0.647553,0.195011,0.641512,0.175865,0.533211,0.291177,0.612323,0.193897,0.58073,0.149754,0.549338,0.148352,0.513994,0.245779,0,0,0.575801,0.163104,0.555677,0.128975,0.53101,?,18,?
2041,'2025/11/18 23:39:55:634',22,0.132205,0.512328,0.132549,0.576721,0.164761,0.620931,0.193368,0.656584,0.217956,0.56984,0.318737,0.656407,0.258658,0.703943,0.214349,0.739256,0.181186,0.550457,0.31848,0.64126,0.241935,0.635436,0.189298,0.622318,0.171643,0.531835,0.290564,0.611332,0.192593,0.578632,0.148327,0.546164,0.147599,0.513571,0.245974,0,0,0.574764,0.162203,0.553479,0.12825,0.528095,?,18,?
2042,'2025/11/18 23:39:55:835',22,0.128492,0.511357,0.129419,0.575491,0.163877,0.618801,0.197222,0.65181,0.223968,0.569742,0.315548,0.655011,0.257662,0.702686,0.216913,0.737851,0.186718,0.549493,0.316494,0.639332,0.241786,0.635116,0.188161,0.622817,0.170113,0.529598,0.28903,0.607723,0.193191,0.575139,0.148964,0.542938,0.148061,0.50955,0.24434,0,0,0.57356,0.164898,0.554359,0.129338,0.530162,?,18,?
2043,'2025/11/18 23:39:56:038',22,0.122283,0.507913,0.123568,0.572604,0.159265,0.615996,0.191001,0.650174,0.216679,0.562713,0.312263,0.646276,0.256696,0.696673,0.223817,0.735253,0.200887,0.542752,0.314283,0.635082,0.236541,0.61529,0.180732,0.587324,0.16521,0.523576,0.28823,0.604795,0.197674,0.57474,0.149323,0.542998,0.1456,0.503988,0.244575,0,0,0.571155,0.167581,0.554229,0.130195,0.530454,?,18,?
2044,'2025/11/18 23:39:56:197',22,0.123149,0.50177,0.122141,0.56736,0.152949,0.613173,0.181959,0.648984,0.211221,0.559136,0.307057,0.646408,0.255758,0.702113,0.223182,0.745205,0.201877,0.539869,0.309887,0.634039,0.233902,0.608967,0.180311,0.576438,0.169721,0.52256,0.284056,0.601513,0.190371,0.56817,0.143614,0.535385,0.143911,0.50493,0.240785,0,0,0.567379,0.158205,0.546938,0.123064,0.521155,?,18,?
2045,'2025/11/18 23:39:56:385',22,0.125054,0.497804,0.120594,0.564513,0.152671,0.609235,0.182504,0.643842,0.209037,0.559451,0.305322,0.641008,0.25751,0.69407,0.227147,0.735028,0.20633,0.538688,0.309393,0.628414,0.227561,0.601757,0.172408,0.567839,0.163376,0.518067,0.283621,0.596547,0.192818,0.565319,0.145474,0.533383,0.145849,0.497146,0.239579,0,0,0.560999,0.161389,0.543326,0.124064,0.518342,?,18,?
2046,'2025/11/18 23:39:56:554',22,0.117693,0.48927,0.117863,0.557512,0.145415,0.604815,0.167222,0.642464,0.181498,0.559673,0.300274,0.639571,0.24803,0.692357,0.219666,0.735059,0.200392,0.538499,0.305086,0.624408,0.214432,0.595778,0.160967,0.562899,0.15417,0.516285,0.278821,0.59079,0.180973,0.559565,0.137385,0.52919,0.141287,0.494288,0.233146,0,0,0.555384,0.150324,0.537552,0.115408,0.513043,?,18,?
2047,'2025/11/18 23:39:56:716',22,0.113613,0.48291,0.117685,0.552813,0.141741,0.604472,0.155671,0.645992,0.165618,0.558441,0.297499,0.641929,0.242912,0.697372,0.212896,0.742516,0.192483,0.536775,0.300115,0.622715,0.201005,0.591689,0.15107,0.558107,0.148083,0.514003,0.272573,0.589329,0.170187,0.556403,0.128181,0.526042,0.132625,0.491316,0.227017,0,0,0.554233,0.144462,0.536778,0.108747,0.51327,?,18,?
2048,'2025/11/18 23:39:56:881',22,0.111139,0.480004,0.116863,0.550372,0.137676,0.603371,0.143354,0.649128,0.145092,0.561232,0.292165,0.642679,0.237775,0.697625,0.210913,0.742263,0.192891,0.538257,0.297934,0.622196,0.200124,0.591555,0.147492,0.559142,0.143341,0.513852,0.272345,0.589355,0.170997,0.558331,0.126929,0.529068,0.131089,0.48956,0.228889,0,0,0.551517,0.144719,0.533475,0.108828,0.510846,?,18,?
2049,'2025/11/18 23:39:57:048',22,0.107556,0.477531,0.113358,0.548302,0.13329,0.602306,0.138761,0.649792,0.138803,0.56156,0.287485,0.644412,0.232756,0.699085,0.206418,0.743563,0.190235,0.538339,0.294001,0.61959,0.191551,0.588546,0.140524,0.557052,0.13993,0.513503,0.268183,0.588782,0.163639,0.556337,0.121505,0.526438,0.128876,0.488303,0.224575,0,0,0.552386,0.137533,0.53307,0.101885,0.509126,?,18,?
2050,'2025/11/18 23:39:57:230',22,0.105669,0.47422,0.116186,0.543832,0.135225,0.59591,0.140554,0.641223,0.140781,0.558492,0.289551,0.642937,0.234254,0.697346,0.208509,0.741867,0.19376,0.535606,0.294713,0.618276,0.191896,0.586906,0.140475,0.555291,0.138573,0.511658,0.268499,0.586726,0.161901,0.553536,0.120501,0.523391,0.127296,0.487613,0.224572,0,0,0.549586,0.135669,0.53038,0.101969,0.506936,?,18,?
